,#miRNA,read_count,precursor,total,s01,s02,s03,s04,s05,s06,s07,s08,s09,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s01(norm),s02(norm),s03(norm),s04(norm),s05(norm),s06(norm),s07(norm),s08(norm),s09(norm),s10(norm),s11(norm),s12(norm),s13(norm),s14(norm),s15(norm),s16(norm),s17(norm),s18(norm),s19(norm),s20(norm),s21(norm),s22(norm),s23(norm),s24(norm)
51,bta-miR-2284x,23826.0,bta-mir-2284x,23826.0,935.0,1030.0,1517.0,879.0,996.0,798.0,776.0,1351.0,937.0,1340.0,1145.0,1667.0,468.0,583.0,980.0,743.0,845.0,831.0,1805.0,573.0,499.0,704.0,692.0,1732.0,1832.76,2526.68,3050.73,2735.84,1680.71,3008.85,2191.4,2408.24,2337.91,1656.89,2323.43,2008.02,3124.77,1440.92,2127.3,2889.41,1552.03,1531.28,2305.79,1453.77,1566.31,1268.44,1473.95,2482.16
52,bta-miR-1468,15312.0,bta-mir-1468,15312.0,915.0,463.0,912.0,460.0,1456.0,263.0,612.0,725.0,501.0,795.0,634.0,940.0,154.0,407.0,706.0,358.0,816.0,720.0,1105.0,382.0,388.0,395.0,393.0,812.0,1793.55,1135.78,1834.06,1431.72,2456.94,991.64,1728.27,1292.36,1250.05,983.01,1286.51,1132.3,1028.24,1005.93,1532.53,1392.21,1498.77,1326.74,1411.58,969.18,1217.89,711.7,837.08,1163.69
53,bta-miR-484,22123.0,bta-mir-484,22123.0,884.0,531.0,628.0,742.0,861.0,520.0,552.0,1097.0,778.0,1867.0,1049.0,1380.0,89.0,737.0,957.0,577.0,1470.0,1272.0,1007.0,1027.0,966.0,1239.0,1054.0,839.0,1732.79,1302.59,1262.93,2309.43,1452.9,1960.65,1558.83,1955.47,1941.19,2308.52,2128.63,1662.31,594.24,1821.54,2077.38,2243.86,2699.98,2343.91,1286.39,2605.62,3032.17,2232.38,2245.0,1202.39
54,bta-miR-93,18913.0,bta-mir-93,18913.0,800.0,927.0,909.0,385.0,1430.0,248.0,239.0,777.0,383.0,1262.0,732.0,1572.0,44.0,410.0,538.0,251.0,744.0,881.0,2569.0,546.0,355.0,770.0,559.0,1582.0,1568.14,2274.02,1828.02,1198.29,2413.06,935.08,674.93,1385.05,955.62,1560.44,1485.37,1893.58,293.78,1013.34,1167.85,976.1,1366.52,1623.42,3281.76,1385.27,1114.31,1387.36,1190.66,2267.2
55,bta-miR-100,17361.0,bta-mir-100,17361.0,790.0,287.0,750.0,1326.0,273.0,690.0,475.0,630.0,1096.0,951.0,1513.0,2043.0,55.0,349.0,816.0,392.0,567.0,445.0,1169.0,260.0,637.0,588.0,656.0,603.0,1548.53,704.04,1508.27,4127.1,460.68,2601.63,1341.39,1123.01,2734.63,1175.9,3070.17,2460.94,367.23,862.58,1771.31,1524.43,1041.42,820.0,1493.33,659.65,1999.47,1059.44,1397.27,864.17
56,bta-miR-210,10652.0,bta-mir-210,10652.0,750.0,304.0,499.0,440.0,229.0,596.0,533.0,700.0,403.0,682.0,424.0,748.0,200.0,324.0,506.0,246.0,375.0,361.0,254.0,338.0,436.0,445.0,535.0,324.0,1470.13,745.74,1003.5,1369.48,386.43,2247.21,1505.18,1247.79,1005.53,843.28,860.38,901.02,1335.37,800.79,1098.38,956.65,688.77,665.21,324.47,857.55,1368.56,801.78,1139.54,464.33
57,bta-miR-126-5p,3203.0,bta-mir-126,3203.0,703.0,95.0,296.0,54.0,48.0,21.0,53.0,28.0,90.0,66.0,168.0,370.0,2.0,66.0,166.0,59.0,78.0,211.0,135.0,45.0,161.0,153.0,41.0,94.0,1378.0,233.04,595.26,168.07,81.0,79.18,149.67,49.91,224.56,81.61,340.9,445.69,13.35,163.12,360.34,229.44,143.26,388.81,172.46,114.17,505.36,275.67,87.33,134.71
58,bta-miR-127,20280.0,bta-mir-127,20280.0,641.0,765.0,892.0,503.0,2732.0,685.0,701.0,1433.0,544.0,1356.0,512.0,715.0,602.0,349.0,716.0,423.0,1103.0,647.0,1592.0,548.0,309.0,280.0,1212.0,1020.0,1256.47,1876.61,1793.84,1565.56,4610.13,2582.78,1979.61,2554.41,1357.34,1676.67,1038.95,861.27,4019.47,862.58,1554.23,1644.98,2025.91,1192.22,2033.69,1390.34,969.92,504.49,2581.54,1461.78
59,bta-miR-339b,24523.0,bta-mir-339a,24523.0,624.0,765.0,921.0,863.0,1909.0,699.0,795.0,1652.0,689.0,2052.0,1246.0,2064.0,312.0,446.0,798.0,508.0,969.0,894.0,1789.0,675.0,439.0,907.0,884.0,1623.0,1223.15,1876.61,1852.16,2686.04,3221.35,2635.57,2245.06,2944.79,1719.13,2537.27,2528.38,2486.23,2083.18,1102.32,1732.23,1975.53,1779.78,1647.37,2285.35,1712.55,1377.97,1634.2,1882.9,2325.95
60,bta-miR-339a,24524.0,bta-mir-339a,24524.0,624.0,765.0,921.0,863.0,1909.0,699.0,795.0,1653.0,689.0,2052.0,1246.0,2064.0,312.0,446.0,798.0,508.0,969.0,894.0,1789.0,675.0,439.0,907.0,884.0,1623.0,1223.15,1876.61,1852.16,2686.04,3221.35,2635.57,2245.06,2946.58,1719.13,2537.27,2528.38,2486.23,2083.18,1102.32,1732.23,1975.53,1779.78,1647.37,2285.35,1712.55,1377.97,1634.2,1882.9,2325.95
61,bta-miR-128,12757.0,bta-mir-128-2,12757.0,594.0,509.0,480.0,288.0,769.0,213.0,135.0,292.0,313.0,937.0,921.0,997.0,57.0,334.0,364.0,218.0,992.0,842.0,1341.0,411.0,276.0,365.0,325.0,784.0,1164.34,1248.62,965.29,896.38,1297.65,803.11,381.24,520.51,780.97,1158.59,1868.89,1200.96,380.58,825.5,790.14,847.77,1822.03,1551.55,1713.05,1042.76,866.33,657.64,692.24,1123.57
62,bta-miR-128,12580.0,bta-mir-128-1,12580.0,590.0,504.0,475.0,282.0,758.0,204.0,129.0,291.0,306.0,918.0,916.0,976.0,56.0,329.0,361.0,216.0,984.0,845.0,1327.0,407.0,274.0,356.0,319.0,757.0,1156.5,1236.36,955.24,877.71,1279.09,769.18,364.29,518.73,763.5,1135.09,1858.74,1175.66,373.9,813.14,783.63,839.99,1807.34,1557.08,1695.17,1032.61,860.06,641.43,679.46,1084.87
63,bta-miR-99a-5p,19041.0,bta-mir-99a,19041.0,589.0,416.0,616.0,1192.0,692.0,762.0,627.0,631.0,766.0,1647.0,1390.0,2183.0,115.0,281.0,608.0,339.0,713.0,372.0,1513.0,512.0,481.0,596.0,863.0,1137.0,1154.54,1020.49,1238.79,3710.03,1167.72,2873.11,1770.63,1124.8,1911.25,2036.49,2820.58,2629.58,767.84,694.51,1319.8,1318.32,1309.58,685.48,1932.78,1299.0,1509.81,1073.85,1838.17,1629.46
64,bta-miR-342,13372.0,bta-mir-342,13372.0,555.0,522.0,747.0,412.0,286.0,243.0,254.0,381.0,367.0,588.0,749.0,1728.0,28.0,293.0,501.0,415.0,509.0,628.0,1540.0,311.0,412.0,366.0,308.0,1229.0,1087.89,1280.51,1502.24,1282.33,482.61,916.23,717.29,679.16,915.7,727.05,1519.87,2081.5,186.95,724.17,1087.53,1613.87,934.89,1157.21,1967.27,789.04,1293.22,659.45,656.03,1761.31
65,bta-miR-199c,7388.0,bta-mir-199a-1,7388.0,551.0,296.0,576.0,203.0,172.0,265.0,171.0,263.0,229.0,475.0,376.0,584.0,16.0,153.0,283.0,175.0,269.0,543.0,363.0,256.0,272.0,392.0,235.0,270.0,1080.05,726.11,1158.35,631.83,290.24,999.18,482.9,468.81,571.38,587.33,762.98,703.47,106.83,378.15,614.31,680.55,494.08,1000.58,463.71,649.5,853.78,706.29,500.55,386.94
66,bta-miR-199c,7387.0,bta-mir-199a-2,7387.0,551.0,296.0,576.0,203.0,172.0,265.0,171.0,262.0,229.0,475.0,376.0,584.0,16.0,153.0,283.0,175.0,269.0,543.0,363.0,256.0,272.0,392.0,235.0,270.0,1080.05,726.11,1158.35,631.83,290.24,999.18,482.9,467.03,571.38,587.33,762.98,703.47,106.83,378.15,614.31,680.55,494.08,1000.58,463.71,649.5,853.78,706.29,500.55,386.94
67,bta-miR-199c,7387.0,bta-mir-199b,7387.0,551.0,296.0,576.0,203.0,172.0,265.0,171.0,262.0,229.0,475.0,376.0,584.0,16.0,153.0,283.0,175.0,269.0,543.0,363.0,256.0,272.0,392.0,235.0,270.0,1080.05,726.11,1158.35,631.83,290.24,999.18,482.9,467.03,571.38,587.33,762.98,703.47,106.83,378.15,614.31,680.55,494.08,1000.58,463.71,649.5,853.78,706.29,500.55,386.94
68,bta-miR-199a-3p,7388.0,bta-mir-199a-1,7388.0,551.0,296.0,576.0,203.0,172.0,265.0,171.0,263.0,229.0,475.0,376.0,584.0,16.0,153.0,283.0,175.0,269.0,543.0,363.0,256.0,272.0,392.0,235.0,270.0,1080.05,726.11,1158.35,631.83,290.24,999.18,482.9,468.81,571.38,587.33,762.98,703.47,106.83,378.15,614.31,680.55,494.08,1000.58,463.71,649.5,853.78,706.29,500.55,386.94
69,bta-miR-199a-3p,7387.0,bta-mir-199a-2,7387.0,551.0,296.0,576.0,203.0,172.0,265.0,171.0,262.0,229.0,475.0,376.0,584.0,16.0,153.0,283.0,175.0,269.0,543.0,363.0,256.0,272.0,392.0,235.0,270.0,1080.05,726.11,1158.35,631.83,290.24,999.18,482.9,467.03,571.38,587.33,762.98,703.47,106.83,378.15,614.31,680.55,494.08,1000.58,463.71,649.5,853.78,706.29,500.55,386.94
70,bta-miR-199a-3p,7387.0,bta-mir-199b,7387.0,551.0,296.0,576.0,203.0,172.0,265.0,171.0,262.0,229.0,475.0,376.0,584.0,16.0,153.0,283.0,175.0,269.0,543.0,363.0,256.0,272.0,392.0,235.0,270.0,1080.05,726.11,1158.35,631.83,290.24,999.18,482.9,467.03,571.38,587.33,762.98,703.47,106.83,378.15,614.31,680.55,494.08,1000.58,463.71,649.5,853.78,706.29,500.55,386.94
71,bta-miR-223,8503.0,bta-mir-223,8503.0,549.0,479.0,568.0,168.0,552.0,99.0,69.0,197.0,164.0,514.0,514.0,879.0,28.0,209.0,282.0,161.0,365.0,630.0,926.0,241.0,98.0,198.0,99.0,514.0,1076.13,1175.03,1142.26,522.89,931.48,373.28,194.85,351.16,409.2,635.55,1043.01,1058.82,186.95,516.56,612.14,626.1,670.4,1160.9,1182.91,611.45,307.61,356.75,210.87,736.62
72,bta-miR-339b,20583.0,bta-mir-339b,20583.0,521.0,571.0,734.0,726.0,1560.0,599.0,728.0,1520.0,537.0,1771.0,1048.0,1757.0,274.0,334.0,644.0,386.0,779.0,678.0,1582.0,541.0,371.0,770.0,775.0,1377.0,1021.25,1400.71,1476.09,2259.63,2632.43,2258.52,2055.85,2709.5,1339.87,2189.82,2126.6,2116.43,1829.46,825.5,1397.94,1501.09,1430.81,1249.35,2020.92,1372.58,1164.53,1387.36,1650.73,1973.41
73,bta-miR-1246,10746.0,bta-mir-1246,10746.0,520.0,297.0,699.0,429.0,229.0,353.0,370.0,492.0,376.0,555.0,603.0,1172.0,56.0,385.0,433.0,311.0,640.0,560.0,511.0,331.0,201.0,288.0,392.0,543.0,1019.29,728.57,1405.71,1335.24,386.43,1330.98,1044.87,877.02,938.16,686.25,1223.61,1411.76,373.9,951.55,939.92,1209.43,1175.5,1031.91,652.77,839.79,630.92,518.91,834.95,778.18
74,bta-miR-296-3p,13028.0,bta-mir-296,13028.0,518.0,369.0,501.0,581.0,610.0,669.0,553.0,852.0,484.0,1171.0,489.0,557.0,624.0,462.0,633.0,403.0,408.0,462.0,341.0,400.0,399.0,537.0,660.0,345.0,1015.37,905.19,1007.53,1808.33,1029.35,2522.45,1561.66,1518.74,1207.63,1447.92,992.28,670.95,4166.36,1141.86,1374.06,1567.2,749.38,851.33,435.61,1014.85,1252.42,967.55,1405.79,494.43
75,bta-miR-16a,6796.0,bta-mir-16a,6796.0,502.0,379.0,291.0,59.0,425.0,62.0,40.0,131.0,167.0,466.0,307.0,518.0,3.0,69.0,170.0,64.0,289.0,321.0,1189.0,195.0,126.0,226.0,117.0,680.0,984.01,929.72,585.21,183.63,717.17,233.77,112.96,233.52,416.68,576.2,622.96,623.97,20.03,170.54,369.02,248.89,530.81,591.51,1518.88,494.74,395.5,407.2,249.21,974.52
76,bta-miR-15a,5175.0,bta-mir-15a,5175.0,466.0,187.0,235.0,88.0,165.0,86.0,53.0,189.0,170.0,330.0,258.0,478.0,3.0,102.0,181.0,61.0,296.0,260.0,532.0,179.0,162.0,308.0,136.0,250.0,913.44,458.73,472.59,273.9,278.43,324.26,149.67,336.9,424.17,408.04,523.53,575.78,20.03,252.1,392.9,237.22,543.67,479.1,679.6,454.14,508.5,554.94,289.68,358.28
77,bta-miR-181b,10040.0,bta-mir-181b-2,10040.0,459.0,795.0,496.0,255.0,454.0,297.0,239.0,290.0,422.0,854.0,601.0,665.0,151.0,313.0,424.0,285.0,418.0,414.0,533.0,252.0,235.0,397.0,292.0,499.0,899.72,1950.21,997.47,793.67,766.11,1119.83,674.93,516.94,1052.93,1055.96,1219.55,801.04,1008.21,773.6,920.38,1108.32,767.75,762.88,680.88,639.35,737.64,715.3,621.95,715.13
78,bta-miR-181b,10011.0,bta-mir-181b-1,10011.0,456.0,791.0,497.0,254.0,453.0,297.0,238.0,291.0,421.0,851.0,598.0,659.0,153.0,311.0,421.0,283.0,418.0,414.0,532.0,254.0,232.0,398.0,295.0,494.0,893.84,1940.39,999.48,790.56,764.42,1119.83,672.11,518.73,1050.44,1052.25,1213.46,793.81,1021.56,768.66,913.87,1100.54,767.75,762.88,679.6,644.43,728.22,717.1,628.34,707.96
79,bta-miR-23b-3p,5576.0,bta-mir-23b,5576.0,399.0,237.0,499.0,231.0,154.0,83.0,83.0,141.0,187.0,183.0,422.0,517.0,28.0,147.0,325.0,170.0,223.0,358.0,317.0,92.0,172.0,192.0,116.0,300.0,782.11,581.38,1003.5,718.97,259.87,312.95,234.39,251.34,466.58,226.28,856.32,622.76,186.95,363.32,705.48,661.1,409.59,659.69,404.95,233.41,539.89,345.94,247.08,429.94
80,bta-let-7f,5738.0,bta-let-7f-2,5738.0,362.0,342.0,213.0,57.0,353.0,87.0,60.0,73.0,126.0,252.0,490.0,514.0,32.0,123.0,137.0,75.0,636.0,431.0,447.0,230.0,201.0,171.0,37.0,289.0,709.58,838.96,428.35,177.41,595.67,328.03,169.44,130.13,314.38,311.59,994.31,619.15,213.66,304.0,297.39,291.66,1168.16,794.2,571.02,583.54,630.92,308.1,78.81,414.17
81,bta-let-7f,5752.0,bta-let-7f-1,5752.0,361.0,341.0,213.0,57.0,352.0,87.0,59.0,73.0,127.0,254.0,492.0,519.0,32.0,124.0,137.0,75.0,638.0,432.0,450.0,232.0,202.0,171.0,37.0,287.0,707.62,836.5,428.35,177.41,593.98,328.03,166.61,130.13,316.88,314.07,998.36,625.17,213.66,306.47,297.39,291.66,1171.83,796.04,574.85,588.61,634.06,308.1,78.81,411.31
82,bta-miR-130b,6825.0,bta-mir-130b,6825.0,356.0,326.0,412.0,158.0,401.0,106.0,93.0,224.0,188.0,416.0,298.0,530.0,20.0,120.0,192.0,111.0,345.0,306.0,993.0,173.0,118.0,201.0,190.0,548.0,697.82,799.71,828.54,491.77,676.67,399.67,262.63,399.29,469.08,514.38,604.7,638.42,133.54,296.59,416.78,431.66,633.67,563.87,1268.5,438.92,370.39,362.15,404.7,785.35
83,bta-let-7a-5p,4818.0,bta-let-7a-2,4818.0,355.0,246.0,232.0,82.0,206.0,57.0,45.0,85.0,132.0,204.0,430.0,482.0,15.0,124.0,160.0,81.0,370.0,330.0,383.0,194.0,154.0,179.0,51.0,221.0,695.86,603.46,466.56,255.22,347.62,214.92,127.08,151.52,329.35,252.24,872.55,580.6,100.15,306.47,347.31,315.0,679.59,608.09,489.26,492.2,483.39,322.52,108.63,316.72
84,bta-let-7a-5p,4817.0,bta-let-7a-3,4817.0,355.0,245.0,231.0,82.0,208.0,58.0,44.0,85.0,132.0,204.0,430.0,483.0,15.0,124.0,163.0,80.0,368.0,327.0,383.0,194.0,155.0,180.0,51.0,220.0,695.86,601.01,464.55,255.22,350.99,218.69,124.25,151.52,329.35,252.24,872.55,581.81,100.15,306.47,353.83,311.11,675.91,602.56,489.26,492.2,486.53,324.32,108.63,315.29
85,bta-let-7a-5p,4801.0,bta-let-7a-1,4801.0,354.0,245.0,230.0,82.0,206.0,57.0,44.0,85.0,132.0,204.0,429.0,480.0,15.0,124.0,160.0,80.0,368.0,327.0,382.0,194.0,154.0,179.0,51.0,219.0,693.9,601.01,462.54,255.22,347.62,214.92,124.25,151.52,329.35,252.24,870.53,578.19,100.15,306.47,347.31,311.11,675.91,602.56,487.98,492.2,483.39,322.52,108.63,313.85
86,bta-miR-874,6128.0,bta-mir-874,6128.0,345.0,278.0,328.0,291.0,378.0,148.0,126.0,180.0,199.0,416.0,342.0,489.0,138.0,214.0,291.0,163.0,239.0,246.0,276.0,153.0,159.0,191.0,196.0,342.0,676.26,681.96,659.62,905.72,637.86,558.03,355.82,320.86,496.53,514.38,693.99,589.03,921.41,528.91,631.68,633.88,438.98,453.3,352.58,388.18,499.08,344.14,417.48,490.13
87,bta-let-7i,7310.0,bta-let-7i,7310.0,340.0,457.0,389.0,137.0,463.0,170.0,131.0,235.0,289.0,364.0,383.0,616.0,61.0,179.0,200.0,105.0,379.0,349.0,716.0,256.0,159.0,346.0,127.0,459.0,666.46,1121.06,782.29,426.4,781.29,640.98,369.94,418.9,721.08,450.08,777.18,742.01,407.29,442.41,434.14,408.33,696.12,643.1,914.65,649.5,499.08,623.41,270.51,657.8
88,bta-miR-421,5942.0,bta-mir-421,5942.0,330.0,500.0,291.0,68.0,420.0,62.0,38.0,103.0,132.0,468.0,303.0,520.0,24.0,132.0,157.0,88.0,300.0,239.0,780.0,107.0,78.0,148.0,84.0,570.0,646.86,1226.55,585.21,211.65,708.73,233.77,107.31,183.6,329.35,578.68,614.85,626.38,160.24,326.25,340.8,342.22,551.02,440.4,996.41,271.47,244.83,266.66,178.92,816.88
89,bta-miR-193b,8518.0,bta-mir-193b,8518.0,328.0,294.0,391.0,380.0,321.0,320.0,314.0,531.0,320.0,731.0,410.0,431.0,89.0,303.0,387.0,345.0,222.0,410.0,369.0,218.0,256.0,171.0,522.0,455.0,642.94,721.21,786.31,1182.73,541.67,1206.55,886.73,946.54,798.43,903.87,831.97,519.17,594.24,748.88,840.07,1341.65,407.75,755.51,471.38,553.09,803.56,308.1,1111.85,652.07
90,bta-miR-361,4653.0,bta-mir-361,4653.0,326.0,199.0,259.0,75.0,181.0,46.0,47.0,94.0,122.0,268.0,239.0,433.0,8.0,63.0,155.0,71.0,222.0,234.0,753.0,93.0,114.0,127.0,75.0,449.0,639.02,488.17,520.86,233.43,305.43,173.44,132.73,167.56,304.4,331.38,484.98,521.58,53.41,155.71,336.46,276.11,407.75,431.19,961.92,235.95,357.83,228.82,159.75,643.47
91,bta-miR-205,4280.0,bta-mir-205,4280.0,324.0,45.0,492.0,295.0,22.0,69.0,73.0,92.0,233.0,95.0,338.0,353.0,12.0,138.0,449.0,242.0,43.0,393.0,32.0,33.0,202.0,201.0,58.0,46.0,635.09,110.39,989.43,918.17,37.12,260.16,206.15,164.0,581.36,117.47,685.87,425.21,80.12,341.08,974.65,941.1,78.98,724.18,40.88,83.72,634.06,362.15,123.54,65.92
92,bta-miR-30c,5521.0,bta-mir-30c,5521.0,312.0,409.0,247.0,83.0,426.0,95.0,38.0,54.0,171.0,287.0,293.0,590.0,38.0,141.0,237.0,78.0,352.0,327.0,417.0,142.0,155.0,197.0,68.0,364.0,611.57,1003.31,496.72,258.33,718.86,358.2,107.31,96.26,426.66,354.87,594.55,710.7,253.72,348.49,514.46,303.33,646.53,602.56,532.69,360.27,486.53,354.95,144.84,521.66
93,bta-miR-222,7618.0,bta-mir-222,7618.0,308.0,351.0,299.0,192.0,810.0,150.0,116.0,200.0,182.0,615.0,570.0,624.0,76.0,336.0,239.0,155.0,440.0,389.0,434.0,196.0,148.0,250.0,154.0,384.0,603.73,861.03,601.3,597.59,1366.84,565.57,327.58,356.51,454.11,760.44,1156.64,751.65,507.44,830.45,518.8,602.77,808.16,716.81,554.41,497.28,464.56,450.44,328.02,550.32
94,bta-miR-126-3p,1927.0,bta-mir-126,1927.0,297.0,48.0,164.0,51.0,59.0,21.0,75.0,25.0,65.0,58.0,132.0,211.0,4.0,29.0,92.0,41.0,68.0,138.0,76.0,42.0,87.0,61.0,24.0,59.0,582.17,117.75,329.81,158.73,99.56,79.18,211.8,44.56,162.18,71.72,267.85,254.16,26.71,71.68,199.71,159.44,124.9,254.29,97.09,106.56,273.08,109.91,51.12,84.55
95,bta-miR-138,3064.0,bta-mir-138-2,3064.0,295.0,39.0,259.0,102.0,44.0,121.0,133.0,171.0,76.0,214.0,204.0,272.0,26.0,80.0,120.0,62.0,76.0,228.0,60.0,76.0,142.0,141.0,66.0,57.0,578.25,95.67,520.86,317.47,74.25,456.23,375.59,304.82,189.63,264.61,413.96,327.64,173.6,197.73,260.49,241.11,139.59,420.13,76.65,192.82,445.72,254.05,140.58,81.69
96,bta-miR-138,3058.0,bta-mir-138-1,3058.0,292.0,38.0,258.0,102.0,44.0,122.0,134.0,172.0,75.0,215.0,203.0,271.0,26.0,80.0,120.0,62.0,76.0,227.0,60.0,76.0,143.0,140.0,65.0,57.0,572.37,93.22,518.85,317.47,74.25,460.0,378.41,306.6,187.13,265.84,411.93,326.44,173.6,197.73,260.49,241.11,139.59,418.29,76.65,192.82,448.86,252.25,138.45,81.69
97,bta-let-7b,4593.0,bta-let-7b,4593.0,277.0,134.0,306.0,203.0,60.0,106.0,107.0,116.0,243.0,249.0,376.0,341.0,26.0,118.0,287.0,150.0,146.0,283.0,158.0,153.0,134.0,329.0,94.0,197.0,542.97,328.71,615.37,631.83,101.25,399.67,302.17,206.78,606.31,307.88,762.98,410.76,173.6,291.64,623.0,583.33,268.16,521.48,201.84,388.18,420.61,592.78,200.22,282.32
98,bta-miR-141,2992.0,bta-mir-141,2992.0,269.0,82.0,227.0,80.0,23.0,41.0,26.0,91.0,104.0,51.0,263.0,262.0,4.0,72.0,103.0,46.0,94.0,120.0,362.0,56.0,154.0,201.0,108.0,153.0,527.29,201.15,456.5,249.0,38.81,154.59,73.42,162.21,259.49,63.06,533.68,315.6,26.71,177.95,223.58,178.89,172.65,221.12,462.44,142.08,483.39,362.15,230.04,219.27
99,bta-miR-151-5p,6289.0,bta-mir-151,6289.0,268.0,428.0,342.0,184.0,415.0,117.0,87.0,104.0,208.0,290.0,386.0,788.0,46.0,117.0,269.0,102.0,340.0,194.0,587.0,137.0,112.0,184.0,125.0,459.0,525.33,1049.92,687.77,572.69,700.29,441.15,245.69,185.39,518.98,358.58,783.27,949.2,307.14,289.17,583.92,396.66,624.49,357.48,749.86,347.59,351.56,331.52,266.25,657.8
100,bta-miR-197,5987.0,bta-mir-197,5987.0,265.0,229.0,318.0,177.0,295.0,81.0,97.0,200.0,209.0,320.0,383.0,462.0,35.0,353.0,256.0,230.0,322.0,422.0,303.0,155.0,170.0,152.0,184.0,369.0,519.44,561.76,639.51,550.9,497.8,305.41,273.93,356.51,521.48,395.68,777.18,556.51,233.69,872.46,555.7,894.43,591.42,777.62,387.07,393.25,533.61,273.87,391.92,528.82
101,bta-miR-769,6245.0,bta-mir-769,6245.0,225.0,231.0,306.0,147.0,712.0,154.0,204.0,317.0,160.0,533.0,273.0,386.0,210.0,167.0,199.0,119.0,249.0,237.0,437.0,175.0,81.0,194.0,188.0,341.0,441.04,566.66,615.37,457.53,1201.47,580.65,576.09,565.07,399.22,659.05,553.97,464.96,1402.14,412.75,431.97,462.77,457.34,436.72,558.24,444.0,254.25,349.54,400.44,488.69
102,bta-miR-101,4261.0,bta-mir-101-2,4261.0,217.0,199.0,175.0,64.0,212.0,90.0,54.0,143.0,108.0,301.0,144.0,328.0,10.0,55.0,104.0,43.0,179.0,181.0,615.0,170.0,124.0,287.0,104.0,354.0,425.36,488.17,351.93,199.2,357.74,339.34,152.49,254.91,269.47,372.18,292.2,395.1,66.77,135.94,225.75,167.22,328.77,333.53,785.63,431.31,389.22,517.11,221.52,507.32
103,bta-miR-101,4240.0,bta-mir-101-1,4240.0,216.0,200.0,173.0,64.0,211.0,90.0,54.0,141.0,108.0,297.0,144.0,326.0,10.0,54.0,103.0,43.0,175.0,179.0,614.0,170.0,123.0,288.0,103.0,354.0,423.4,490.62,347.91,199.2,356.05,339.34,152.49,251.34,269.47,367.24,292.2,392.69,66.77,133.46,223.58,167.22,321.43,329.84,784.35,431.31,386.08,518.91,219.39,507.32
104,bta-miR-532,2855.0,bta-mir-532,2855.0,211.0,93.0,297.0,85.0,84.0,43.0,58.0,90.0,69.0,128.0,237.0,261.0,17.0,86.0,103.0,74.0,92.0,191.0,197.0,65.0,68.0,77.0,55.0,174.0,413.6,228.14,597.28,264.56,141.75,162.13,163.79,160.43,172.16,158.27,480.92,314.39,113.51,212.55,223.58,287.77,168.98,351.96,251.66,164.91,213.44,138.74,117.15,249.36
105,bta-miR-652,3184.0,bta-mir-652,3184.0,206.0,147.0,215.0,111.0,172.0,56.0,76.0,132.0,121.0,153.0,225.0,281.0,30.0,97.0,134.0,77.0,130.0,127.0,174.0,50.0,95.0,104.0,101.0,170.0,403.79,360.6,432.37,345.48,290.24,211.15,214.62,235.3,301.91,189.18,456.57,338.48,200.31,239.74,290.88,299.44,238.77,234.02,222.28,126.86,298.19,187.38,215.13,243.63
106,bta-miR-365-3p,2296.0,bta-mir-365-1,2296.0,205.0,79.0,126.0,75.0,37.0,32.0,32.0,68.0,77.0,139.0,147.0,211.0,3.0,58.0,104.0,55.0,119.0,166.0,129.0,68.0,95.0,84.0,69.0,118.0,401.83,193.79,253.39,233.43,62.44,120.66,90.37,121.21,192.12,171.87,298.29,254.16,20.03,143.35,225.75,213.89,218.57,305.89,164.79,172.52,298.19,151.35,146.97,169.11
107,bta-miR-365-3p,2296.0,bta-mir-365-2,2296.0,205.0,79.0,126.0,75.0,37.0,32.0,32.0,68.0,77.0,139.0,147.0,211.0,3.0,58.0,104.0,55.0,119.0,166.0,129.0,68.0,95.0,84.0,69.0,118.0,401.83,193.79,253.39,233.43,62.44,120.66,90.37,121.21,192.12,171.87,298.29,254.16,20.03,143.35,225.75,213.89,218.57,305.89,164.79,172.52,298.19,151.35,146.97,169.11
108,bta-miR-877,2872.0,bta-mir-877,2872.0,191.0,68.0,85.0,93.0,83.0,96.0,103.0,135.0,103.0,290.0,152.0,236.0,41.0,69.0,161.0,54.0,142.0,131.0,134.0,84.0,120.0,131.0,79.0,91.0,374.39,166.81,170.94,289.46,140.06,361.97,290.87,240.65,257.0,358.58,308.44,284.28,273.75,170.54,349.49,210.0,260.81,241.39,171.18,213.12,376.67,236.03,168.27,130.41
109,bta-miR-130a,2947.0,bta-mir-130a,2947.0,190.0,126.0,228.0,94.0,45.0,63.0,55.0,100.0,83.0,138.0,116.0,257.0,4.0,57.0,126.0,76.0,212.0,143.0,217.0,74.0,100.0,132.0,112.0,199.0,372.43,309.09,458.51,292.57,75.94,237.54,155.32,178.26,207.09,170.63,235.39,309.57,26.71,140.88,273.51,295.55,389.39,263.51,277.21,187.75,313.89,237.83,238.56,285.19
110,bta-miR-19b,4129.0,bta-mir-19b,4129.0,187.0,186.0,266.0,89.0,378.0,79.0,98.0,130.0,81.0,246.0,182.0,354.0,21.0,76.0,115.0,70.0,198.0,181.0,487.0,96.0,66.0,137.0,104.0,302.0,366.55,456.27,534.93,277.01,637.86,297.87,276.75,231.73,202.1,304.18,369.31,426.42,140.21,187.84,249.63,272.22,363.67,333.53,622.12,243.56,207.17,246.84,221.52,432.8
